age,income,expenses,savings_ratio,dependents,horizon,existing_investments,crash_behavior,experience,focus,risk_label
37,261371,152733,0.416,2,6,420431,2,1,2,2
61,102963,60878,0.409,1,3,669384,1,1,0,1
49,146987,76504,0.48,2,5,76949,1,0,2,1
54,176638,81883,0.536,2,9,2965439,2,0,2,2
62,149591,100966,0.325,2,7,1002486,1,2,1,1
34,92766,38431,0.586,3,4,2797995,1,2,1,2
64,31511,23299,0.261,0,5,2083820,1,0,0,0
46,139816,103697,0.258,1,11,752932,2,0,2,2
63,274432,145008,0.472,0,15,1452303,1,0,2,1
57,291909,133096,0.544,0,34,4083155,1,2,1,2
48,176426,80473,0.544,4,13,3811646,1,2,0,1
59,184892,104512,0.435,3,7,1539563,0,0,1,0
28,136576,95025,0.304,4,6,1333986,0,2,1,1
26,96088,47792,0.503,3,30,588843,1,0,1,2
64,102525,65157,0.364,0,22,2160147,1,0,1,1
52,38780,19792,0.49,0,25,2041836,2,2,0,2
44,293733,137316,0.533,3,28,1651141,1,2,1,2
63,129188,40522,0.686,0,20,2560745,2,2,1,2
31,118326,35752,0.698,0,3,1406831,0,1,2,1
53,90785,38580,0.575,1,5,1303375,2,0,1,1
64,44309,23196,0.476,4,1,1434467,1,2,1,1
51,79195,60837,0.232,4,15,1221381,1,1,0,1
60,50901,37624,0.261,4,26,3684434,1,0,1,1
52,179648,80292,0.553,2,3,2138897,1,1,2,1
39,50464,21926,0.566,1,34,2845929,0,2,0,1
57,149997,63752,0.575,4,5,2806299,0,2,1,1
23,81683,39745,0.513,4,31,866555,2,1,0,2
35,197502,113367,0.426,1,13,4901699,1,1,1,1
34,181177,98065,0.459,0,1,3080640,2,0,1,2
50,103484,43468,0.58,4,22,3576297,1,1,0,1
33,274819,102163,0.628,0,15,3088300,2,1,0,2
60,231486,71047,0.693,4,26,119097,0,0,2,1
23,166449,64029,0.615,3,18,1096878,0,2,1,2
53,78592,54067,0.312,2,9,1780915,1,2,1,1
34,163419,70924,0.566,4,1,3561379,2,0,2,2
48,80798,45063,0.442,3,9,787670,1,2,1,1
62,160370,100265,0.375,1,23,4013770,0,1,2,1
38,268767,211724,0.212,3,2,3289849,0,1,2,0
61,45922,36226,0.211,1,14,4775785,1,2,0,1
52,251817,178828,0.29,4,18,3474506,1,0,1,1
55,27866,8898,0.681,1,16,3684695,1,2,1,2
45,137669,84843,0.384,3,29,3442377,2,0,2,2
56,293042,214688,0.267,2,11,1362061,1,2,1,1
27,195091,60382,0.69,0,6,4688589,2,1,2,2
40,291150,175367,0.398,0,3,574662,1,0,2,0
51,190465,146995,0.228,2,14,4751770,1,1,2,1
28,298100,167161,0.439,0,2,1461121,2,0,2,2
31,146724,44348,0.698,4,32,3596198,1,0,2,2
62,87901,26902,0.694,4,31,2315590,1,0,2,1
53,225569,119359,0.471,3,11,1677003,2,2,0,2
55,142192,54780,0.615,3,22,991166,0,2,2,2
49,197646,131523,0.335,1,3,3914940,1,2,2,1
36,119881,82698,0.31,3,31,3574115,0,2,1,1
51,267934,106593,0.602,4,33,663622,0,2,0,1
58,157659,124344,0.211,3,24,4106502,0,0,1,0
50,146688,79658,0.457,0,1,2249009,0,2,0,1
43,140584,53220,0.621,1,15,4537671,1,2,1,2
25,210782,151834,0.28,1,27,1565433,2,0,1,2
41,247820,182020,0.266,4,27,2667083,1,1,2,1
53,241896,157622,0.348,3,12,1247305,1,1,1,1
57,204689,157488,0.231,0,3,1576446,1,2,2,1
25,190289,134259,0.294,3,30,1996360,2,1,0,2
48,292598,229751,0.215,2,32,4105821,2,2,1,2
38,99960,53842,0.461,3,23,628292,2,0,1,1
33,127421,90619,0.289,4,2,2661440,2,0,1,1
43,263245,223722,0.15,3,7,626880,0,2,2,1
38,68618,47944,0.301,1,34,3146813,1,0,2,1
31,72111,26161,0.637,0,32,4078832,1,1,2,2
22,241750,141441,0.415,4,32,2981578,1,1,1,2
43,145592,90709,0.377,2,14,4387115,1,2,2,2
47,259000,102516,0.604,0,3,1952317,0,0,1,1
39,280989,233105,0.17,0,32,3655980,0,0,0,0
35,153652,60933,0.603,1,17,2804700,2,1,2,2
50,103672,41225,0.602,1,3,1714849,1,1,2,1
33,275351,221201,0.197,1,10,3946492,1,0,1,1
57,242516,134805,0.444,4,18,4249199,1,2,2,2
56,86602,28990,0.665,3,3,2333793,1,1,2,1
33,228117,143486,0.371,0,10,399319,1,2,1,1
28,262069,165366,0.369,3,9,908478,1,0,1,1
50,67222,22551,0.665,3,11,4519161,0,1,2,1
32,266084,222150,0.165,1,33,4408545,0,2,2,2
54,267318,160181,0.401,3,26,4777231,1,1,1,2
27,90333,54912,0.392,0,27,1530520,1,0,1,1
36,208804,122372,0.414,0,22,3907911,0,2,1,1
53,74420,47323,0.364,2,26,4072220,1,1,1,1
32,100504,44760,0.555,4,22,2175640,1,2,1,2
44,27462,12577,0.542,3,5,3500777,2,0,1,1
47,296604,172397,0.419,4,2,2591766,0,1,1,1
55,124319,92453,0.256,4,9,4459425,2,2,2,2
55,281674,92227,0.673,4,18,3380829,2,1,2,2
50,165347,104478,0.368,4,12,3462513,2,0,2,2
25,169341,125943,0.256,0,3,2491636,2,0,2,1
38,154593,59719,0.614,3,18,1627295,2,0,2,2
56,147672,45521,0.692,2,7,1724700,0,1,1,0
34,69036,32584,0.528,4,33,4385288,1,1,2,2
62,173441,108136,0.377,2,6,4103617,1,0,0,0
60,167867,63127,0.624,0,18,2767544,1,0,1,1
36,95021,50776,0.466,0,22,1798950,1,1,1,2
50,186215,112432,0.396,1,9,3846790,1,1,1,0
50,261304,164461,0.371,4,23,3812973,2,1,1,1
32,30368,13693,0.549,1,12,2784629,1,1,2,2
53,160693,83562,0.48,2,24,4668241,0,2,0,1
23,83829,61034,0.272,3,9,1828016,1,0,2,1
35,54227,44339,0.182,1,13,502827,0,1,1,1
41,134430,104053,0.226,0,17,572551,1,1,2,1
43,37306,22769,0.39,4,7,2319726,0,0,1,0
32,78822,41433,0.474,2,17,1153396,1,1,1,2
48,49042,23693,0.517,0,24,699830,1,2,1,2
24,173459,63958,0.631,3,2,3888914,0,0,1,1
38,114424,41032,0.641,4,28,489454,0,0,0,1
49,207690,140937,0.321,3,19,1338943,1,1,1,1
50,248122,109889,0.557,3,33,424363,1,1,0,1
42,174395,76744,0.56,4,21,2650554,1,1,1,1
37,43019,36523,0.151,4,10,1578894,1,1,2,1
58,65863,26566,0.597,3,9,4546499,1,2,0,1
41,136023,51883,0.619,2,6,1751365,1,0,1,1
27,166355,58935,0.646,4,18,834175,0,0,2,2
40,87780,54326,0.381,0,19,4421245,2,0,0,1
26,217656,140458,0.355,1,5,3533628,0,1,1,1
24,194024,97181,0.499,2,25,1376335,2,1,0,2
22,125706,74729,0.406,4,11,4682104,1,2,1,2
59,193735,142127,0.266,4,10,1424558,1,1,0,0
36,147019,110257,0.25,2,17,3802035,2,1,1,2
55,217453,179801,0.173,1,26,1916388,2,0,1,1
56,204001,153683,0.247,3,31,4606959,2,1,2,2
46,296487,181053,0.389,0,32,451436,1,0,2,1
45,125260,49955,0.601,4,21,702145,0,2,2,2
33,195863,69505,0.645,1,18,3444845,2,1,1,2
39,185206,61114,0.67,0,18,204390,0,0,1,1
36,203173,135432,0.333,2,1,723556,2,1,1,1
37,94443,70279,0.256,4,14,3906248,1,0,1,1
48,255183,147949,0.42,3,8,2299078,2,1,1,1
29,160899,53111,0.67,2,2,1195053,2,0,2,2
46,121143,72020,0.405,4,15,3569153,0,1,1,1
38,218725,178186,0.185,1,34,4021683,1,1,1,1
50,169771,106732,0.371,0,1,3297356,0,1,1,0
29,273044,203468,0.255,0,21,936834,0,1,2,1
36,161385,119438,0.26,4,1,4930930,1,0,1,0
48,169670,137885,0.187,2,32,2755748,0,1,1,1
28,136362,98675,0.276,3,20,2821728,2,1,2,2
24,271517,193112,0.289,1,30,1462983,2,1,0,2
50,225462,96668,0.571,4,7,3360257,1,2,1,1
45,201298,67023,0.667,1,22,4832716,0,0,2,1
24,84550,49434,0.415,0,10,4441225,2,1,2,2
41,290702,107105,0.632,3,8,954192,2,1,0,1
36,211950,175750,0.171,1,27,1288900,2,1,1,1
46,83219,38235,0.541,4,10,1402744,1,2,1,1
51,191258,147100,0.231,3,14,2252346,2,0,1,1
35,189841,97425,0.487,2,11,225612,0,2,1,1
28,276004,131862,0.522,4,6,2839614,2,0,2,2
38,282336,229916,0.186,1,21,373555,2,1,1,1
41,261495,130702,0.5,3,33,42262,2,1,1,2
57,78218,40255,0.485,4,19,2078237,1,0,1,1
30,52877,18948,0.642,3,24,4300739,2,2,0,2
59,214073,143160,0.331,3,18,3124756,1,0,1,1
43,172878,79327,0.541,3,19,3756330,1,2,0,1
23,244707,152227,0.378,1,24,4883590,2,1,2,2
45,266249,166470,0.375,4,34,643606,0,1,1,1
29,62034,43148,0.304,0,22,392278,1,2,1,2
32,196389,139413,0.29,0,4,4057118,2,1,1,1
34,213868,124674,0.417,1,10,2638968,2,0,0,1
38,35589,17155,0.518,1,2,2952837,2,2,0,1
29,82221,62537,0.239,3,8,3845056,0,0,2,1
42,280927,132155,0.53,4,33,353082,2,1,2,2
39,288801,167253,0.421,4,28,1538971,0,2,0,1
51,142229,74057,0.479,2,10,3712145,2,1,2,2
39,77227,59487,0.23,2,1,4570444,0,0,1,0
52,290308,156056,0.462,0,34,3371488,2,0,1,2
59,118078,60497,0.488,2,3,4730118,1,0,1,1
53,260113,176721,0.321,2,9,763871,2,1,1,1
32,75599,47728,0.369,0,5,484780,1,0,0,0
46,271367,97416,0.641,0,10,107535,1,2,0,1
54,214651,124388,0.421,2,12,15063,1,1,0,1
59,93207,65665,0.295,4,18,3805811,2,2,0,1
62,136426,115367,0.154,2,21,1577077,1,2,1,1
29,159794,103231,0.354,3,21,1281418,0,2,1,2
32,196103,98769,0.496,3,1,4807510,1,0,2,2
43,235307,99860,0.576,3,3,3846305,2,1,1,1
45,46438,36224,0.22,1,5,1072231,0,0,0,0
62,83819,62697,0.252,3,25,1537676,0,0,0,0
38,68856,29515,0.571,4,8,2649511,1,1,2,1
33,84807,34800,0.59,1,17,1359871,2,2,0,2
53,68461,47465,0.307,1,9,2623643,0,0,2,0
36,118474,56064,0.527,3,32,1193283,2,0,1,1
37,240189,112533,0.531,2,6,1705080,2,0,2,2
43,279730,107349,0.616,0,21,3736739,0,2,1,1
49,271732,120971,0.555,2,7,2296893,1,2,0,1
41,187793,100493,0.465,2,7,4263251,2,0,1,1
54,79786,56094,0.297,1,27,2132343,2,1,1,2
31,81635,39590,0.515,1,8,4441433,2,2,1,2
61,265909,127831,0.519,1,9,72264,1,0,1,1
53,270984,123759,0.543,4,28,4383300,0,1,0,1
54,137752,77562,0.437,4,15,3592368,1,0,1,1
23,236194,94324,0.601,0,2,609251,1,1,2,2
54,253584,143806,0.433,1,7,1835980,1,1,2,2
54,157886,108514,0.313,3,18,3507091,1,2,1,1
62,103537,32757,0.684,1,22,4331997,0,0,0,0
34,172580,52702,0.695,4,10,4416925,1,0,0,1
51,110166,37601,0.659,1,33,4383070,0,0,2,1
54,234988,139726,0.405,4,7,1889785,0,1,2,1
34,219840,169265,0.23,1,3,3422402,2,2,2,2
47,59785,18096,0.697,3,14,4332730,0,2,1,1
43,188052,153293,0.185,0,13,2986479,1,0,2,1
60,256791,92047,0.642,3,16,3591023,0,2,2,2
23,91253,69634,0.237,4,16,1192198,1,0,1,1
59,116128,65678,0.434,2,5,1398916,1,1,2,2
60,186081,123305,0.337,3,25,4700175,0,2,0,1
47,135966,78979,0.419,1,26,2057956,0,0,1,1
36,162854,91585,0.438,0,13,2756802,2,0,2,2
55,124352,94407,0.241,1,26,448250,0,0,0,0
63,164379,117652,0.284,1,1,4135214,0,1,2,1
61,248279,140493,0.434,3,8,3396655,2,1,1,1
32,262281,94788,0.639,0,4,58175,1,1,2,2
24,133297,48449,0.637,2,21,3551272,2,2,1,2
27,231946,171836,0.259,1,22,427463,0,2,2,2
30,63346,37447,0.409,0,3,979314,0,2,2,2
27,137138,77465,0.435,2,19,2147509,1,1,1,2
30,65149,43930,0.326,1,1,565904,2,0,0,1
60,183598,141804,0.228,0,29,2551652,0,0,2,1
52,153447,99108,0.354,3,23,185128,1,1,1,1
53,30695,22087,0.28,1,33,4679003,0,2,1,1
62,64169,46259,0.279,1,23,2404830,0,2,0,1
33,203296,100823,0.504,0,5,210128,2,0,2,2
29,181625,81866,0.549,1,7,806575,0,0,1,1
29,211098,156347,0.259,2,6,3090484,2,0,2,1
49,217994,110620,0.493,1,22,3254108,0,0,2,1
41,26881,21419,0.203,4,13,2814985,2,1,0,1
28,104211,35257,0.662,2,12,1504994,1,2,1,2
32,181078,60121,0.668,0,4,41713,2,1,2,2
41,252203,204247,0.19,2,8,3626800,0,1,2,0
37,220558,144829,0.343,4,31,2695750,2,1,1,1
25,161949,82396,0.491,4,26,4509714,1,0,2,2
27,64553,46173,0.285,1,8,2815702,1,2,1,1
43,160758,107672,0.33,1,33,3751879,2,1,1,2
47,57766,34206,0.408,3,29,4870864,1,0,2,1
24,56422,19994,0.646,2,5,1436953,2,1,0,1
62,299349,223523,0.253,3,28,4470299,1,1,1,1
63,179599,139424,0.224,4,17,474106,1,0,2,1
35,267555,105602,0.605,1,23,4063142,2,0,1,1
32,53202,40847,0.232,1,9,3341728,0,1,0,0
39,238456,186667,0.217,1,2,523047,1,0,1,0
33,45855,27613,0.398,0,32,538908,2,0,1,2
44,216444,143047,0.339,4,31,4781587,1,1,1,1
33,128119,65370,0.49,1,7,2658121,1,1,2,2
34,77003,35035,0.545,4,30,2948093,1,1,0,2
46,119837,83537,0.303,1,3,476555,2,2,2,2
40,248068,192012,0.226,2,9,4262007,2,1,2,1
57,148805,98173,0.34,4,10,2820192,2,1,2,1
29,140657,81774,0.419,3,26,2033783,1,2,1,2
50,129428,50141,0.613,0,1,1811992,1,1,1,1
53,147035,48433,0.671,3,30,4498584,0,0,1,1
39,255780,139433,0.455,4,15,1271028,0,0,2,1
27,242282,79260,0.673,1,25,4708099,0,1,1,2
39,94518,57952,0.387,4,6,83086,0,1,1,0
40,201355,102791,0.489,0,18,4474702,2,2,1,2
43,168277,120562,0.284,4,1,4833439,2,1,2,1
58,145243,67989,0.532,1,3,2051763,1,2,0,1
53,299892,187774,0.374,3,17,2634366,2,0,2,1
62,78311,46651,0.404,2,8,3603208,2,1,0,1
24,47692,14431,0.697,3,17,508237,1,2,1,2
49,149954,50956,0.66,1,25,4705804,1,0,1,1
31,179934,82716,0.54,1,12,4563835,0,0,0,1
56,246468,193533,0.215,0,29,2884509,1,1,2,1
50,105152,40048,0.619,4,25,1037711,0,2,1,1
36,29926,20678,0.309,4,25,4770187,1,0,0,0
54,28969,24199,0.165,3,29,1178825,2,1,2,2
28,60733,44627,0.265,2,11,1216396,1,0,1,1
33,66743,28941,0.566,2,4,34187,0,1,2,2
51,155193,124092,0.2,0,14,2140987,1,2,1,1
42,195948,68818,0.649,1,17,3407931,1,0,1,1
52,45323,25266,0.443,0,2,1542620,0,0,0,0
45,59578,46956,0.212,4,8,1265365,0,1,2,1
41,111486,72766,0.347,1,10,3172963,2,1,1,1
58,282450,148993,0.472,0,7,2715648,0,0,2,1
25,132325,61008,0.539,3,16,67114,2,1,2,2
49,293508,148604,0.494,4,14,2750631,1,2,2,2
41,156763,90909,0.42,2,16,1432609,1,0,2,2
45,282971,134545,0.525,0,25,3927073,1,0,1,1
53,120598,100449,0.167,4,4,1080736,2,1,0,1
62,222539,180967,0.187,4,29,2982595,2,1,0,1
57,201968,157306,0.221,2,6,919284,1,0,1,0
55,82062,43657,0.468,2,1,4109811,0,1,1,0
57,253338,172324,0.32,2,1,3992910,0,2,0,0
23,235834,187855,0.203,0,3,4835441,2,0,1,1
36,169933,130463,0.232,2,1,2534867,1,1,1,0
55,252909,133505,0.472,3,1,4881550,0,0,0,0
57,113302,40994,0.638,4,21,402016,1,1,1,2
27,88928,30377,0.658,2,30,2168127,1,1,0,1
60,239303,147742,0.383,4,32,1635543,2,1,1,1
63,66347,43354,0.347,1,33,4260085,1,1,0,1
33,28121,21580,0.233,1,22,4464878,0,0,2,1
24,108793,50140,0.539,2,30,466935,0,2,0,2
39,53164,20846,0.608,4,4,4757284,1,1,2,1
61,84222,42822,0.492,1,23,4423638,0,0,1,1
42,179237,88626,0.506,2,25,229652,2,2,1,2
36,28748,10718,0.627,4,12,3174332,1,0,1,1
54,51553,34527,0.33,2,17,1086445,1,1,1,1
56,141547,82066,0.42,4,15,2767049,1,1,0,1
47,85380,59477,0.303,1,10,3813589,2,1,2,1
29,69331,34248,0.506,2,29,2875997,1,0,2,2
57,252105,120792,0.521,1,12,2740701,2,0,2,2
51,145617,81533,0.44,2,1,4571087,1,0,1,1
44,100910,78969,0.217,0,1,1946698,2,1,1,1
63,232288,74832,0.678,1,10,430037,1,1,1,1
35,35068,26043,0.257,1,18,2484888,0,1,1,1
35,79460,39963,0.497,3,2,3413945,0,2,2,1
23,71418,54994,0.23,1,8,3129485,2,2,1,2
58,153180,113538,0.259,4,22,3425973,2,1,2,2
26,287431,141363,0.508,2,22,619165,2,1,1,2
59,47337,32266,0.318,0,26,2366609,2,0,1,1
62,176738,68538,0.612,4,26,4253972,1,2,2,2
35,272667,216212,0.207,4,9,354100,1,2,2,1
60,157233,82149,0.478,4,21,2736527,2,0,1,2
46,123064,67758,0.449,4,31,4575899,2,1,1,2
41,271686,186965,0.312,0,6,3762691,1,2,0,0
23,28178,21174,0.249,3,14,4285938,1,0,0,1
60,56831,24436,0.57,1,33,4303423,1,1,2,2
27,158248,105035,0.336,4,7,953487,1,0,1,1
38,128306,66154,0.484,1,24,3579253,1,1,1,2
46,189726,95391,0.497,1,9,4224019,1,0,1,1
49,279292,189782,0.32,4,11,953919,0,0,1,0
23,208622,107012,0.487,3,23,4412704,2,0,1,2
56,200982,98553,0.51,1,2,1549904,2,2,2,2
58,115417,87686,0.24,2,15,659012,2,1,0,1
26,214323,76235,0.644,1,28,3958457,2,1,2,2
22,36984,24843,0.328,4,4,3374758,1,1,1,1
61,114312,49931,0.563,0,10,2242027,2,0,2,1
33,217458,67091,0.691,1,6,4462755,1,2,2,2
57,108291,42419,0.608,3,30,977987,2,2,1,2
44,294279,186473,0.366,2,10,3046230,0,1,0,0
52,25320,17471,0.31,2,32,1788734,2,1,0,1
32,177756,55385,0.688,0,3,460287,1,1,0,1
31,251921,80623,0.68,0,26,3416599,0,0,2,2
24,204971,163238,0.204,1,15,2283630,1,0,0,1
35,280083,95317,0.66,4,17,1590196,1,1,0,1
37,134863,106784,0.208,3,27,4345701,0,2,1,1
31,66777,28413,0.575,2,18,3810301,1,0,1,2
50,71250,50374,0.293,0,19,514507,2,1,1,1
31,205418,96619,0.53,3,12,4967863,1,0,1,2
33,240834,185999,0.228,4,24,2544398,1,0,2,2
51,40216,27558,0.315,2,5,1143771,1,1,0,0
62,28009,14592,0.479,2,24,389288,1,0,1,1
22,185399,63400,0.658,4,27,799428,1,2,2,2
26,170281,119705,0.297,2,30,3118020,1,1,1,2
41,204515,130743,0.361,4,15,838917,2,0,2,1
29,40029,12072,0.698,2,34,47830,1,1,2,2
64,235515,71874,0.695,1,27,844004,2,2,2,2
33,213069,158701,0.255,4,20,2814073,2,0,1,1
22,139456,61732,0.557,3,32,1715027,2,1,2,2
41,267471,173822,0.35,1,4,3457134,0,2,2,1
49,58783,32319,0.45,3,5,1709959,0,0,2,1
64,59152,45836,0.225,2,8,3166271,1,2,1,1
58,83741,67355,0.196,3,22,3598973,2,0,0,1
58,54092,45883,0.152,1,7,4034331,0,0,1,0
33,173725,66801,0.615,4,22,959841,2,1,0,2
58,255636,198023,0.225,0,30,1189611,0,0,1,0
49,196541,87718,0.554,3,16,669156,0,1,1,1
36,279136,174445,0.375,0,15,72613,0,1,2,1
27,186050,107569,0.422,3,5,4813976,1,0,2,2
41,112592,34891,0.69,3,3,3748078,2,2,2,2
35,68169,55423,0.187,4,23,1313981,1,1,2,1
23,79745,27358,0.657,2,10,799829,1,1,2,2
30,135168,91714,0.321,1,5,1502228,0,1,2,1
58,138985,101702,0.268,1,23,877237,1,0,0,0
41,292687,215829,0.263,1,15,1019198,0,1,1,1
47,212464,79572,0.625,2,18,4482205,1,2,1,2
50,46067,25160,0.454,0,25,4864963,1,0,0,1
22,76033,57495,0.244,1,8,4449760,1,1,2,2
56,70256,32772,0.534,0,31,770376,0,1,0,1
27,246705,137479,0.443,2,21,1615263,0,0,1,1
58,264455,119014,0.55,2,2,629275,1,2,0,1
26,225417,125095,0.445,4,22,4899626,2,0,1,2
54,111803,88135,0.212,1,8,3496544,2,0,1,1
35,228814,125920,0.45,4,23,822317,2,0,2,2
33,143843,87133,0.394,1,32,2118309,2,1,1,2
63,53992,28193,0.478,2,8,4635892,1,0,1,1
41,237603,131409,0.447,2,4,2116826,1,2,2,2
45,73803,22756,0.692,3,30,274722,0,1,2,1
64,219549,100127,0.544,3,19,1968331,1,0,1,1
55,169282,91432,0.46,2,23,4634391,1,1,0,1
46,51270,33253,0.351,2,18,2804716,2,1,0,1
50,269929,147793,0.452,0,29,3039247,1,0,2,2
60,32452,15765,0.514,0,23,716300,1,0,1,1
52,39859,20465,0.487,4,33,3631459,1,0,0,1
64,57083,24731,0.567,3,18,1676093,1,0,0,1
44,136462,110325,0.192,3,33,143274,1,2,2,1
59,172735,101388,0.413,2,7,2591318,2,1,1,1
41,274737,84447,0.693,2,28,2483277,0,2,1,1
44,167157,51934,0.689,4,1,519071,2,2,1,2
37,215167,179692,0.165,3,34,222274,2,0,0,1
63,94517,39867,0.578,0,19,3296090,1,2,1,2
29,177225,131693,0.257,1,31,4081362,1,0,1,1
42,161319,53566,0.668,4,13,255672,2,0,1,2
22,251453,202831,0.193,1,24,3785152,1,1,2,2
29,161645,126233,0.219,0,5,150468,0,0,1,1
50,104267,64030,0.386,0,23,454064,2,0,2,2
53,163261,49786,0.695,1,19,4933152,1,1,0,1
59,156004,68921,0.558,4,1,2157682,0,2,1,1
26,78687,41212,0.476,1,33,1691043,1,0,0,1
43,132615,73340,0.447,4,33,27122,0,0,1,1
55,52564,24375,0.536,4,32,678627,0,1,1,1
22,32697,10401,0.682,2,28,3783287,1,1,1,2
47,105165,65682,0.375,3,12,4708192,1,0,2,1
64,229994,135302,0.412,3,9,662448,1,2,2,2
31,82823,37738,0.544,0,11,1438448,2,1,0,2
51,34615,11107,0.679,2,33,3134112,2,1,0,2
39,101436,85919,0.153,3,19,3851304,0,2,0,1
38,216591,122393,0.435,4,34,3051245,0,2,2,2
47,59782,42792,0.284,4,7,3866350,1,0,0,0
29,103533,56816,0.451,1,31,132508,1,0,1,2
61,265011,85795,0.676,1,2,3519073,2,2,1,1
33,214327,100793,0.53,4,19,350161,1,2,1,2
48,97684,46503,0.524,4,32,1406725,0,1,0,1
29,282165,214754,0.239,1,10,84403,1,1,1,1
46,240356,158593,0.34,3,8,1416743,2,1,0,0
25,241621,109088,0.549,0,26,414429,2,0,0,2
54,260295,216632,0.168,1,30,3299337,0,2,1,1
22,276435,131817,0.523,3,11,4590314,1,1,1,2
40,282424,239786,0.151,3,20,1500996,0,2,0,0
52,293782,249094,0.152,3,20,3910920,1,1,1,1
37,58377,23652,0.595,2,9,1105340,0,2,0,0
35,131244,61948,0.528,2,8,1091426,2,0,1,1
26,199188,113004,0.433,3,15,3797187,1,2,2,2
62,238363,158572,0.335,4,34,4537568,2,2,2,2
47,48382,28565,0.41,2,24,2893434,2,1,1,2
49,271375,226107,0.167,1,33,2843749,0,1,1,1
23,212135,148111,0.302,2,27,4563207,1,0,2,1
27,178466,74353,0.583,4,21,502704,2,1,0,2
30,259318,92784,0.642,0,5,4895639,1,2,1,2
54,156936,106500,0.321,2,21,3342310,1,0,2,1
62,148664,57555,0.613,3,4,3826920,1,2,1,1
46,177027,129800,0.267,3,16,3373546,1,1,1,1
34,128533,60548,0.529,3,31,2709266,1,0,1,2
30,272997,130981,0.52,0,26,2850442,1,0,0,1
34,94590,28938,0.694,4,6,663778,0,1,1,1
52,269936,185056,0.314,1,33,1696016,0,0,1,0
62,73924,26782,0.638,4,21,4725673,0,2,0,1
32,34726,25179,0.275,0,16,4559164,0,1,0,1
25,216896,123745,0.429,3,34,4859778,1,1,1,2
55,65542,47934,0.269,4,15,773205,0,0,0,0
59,59753,37116,0.379,1,6,2446804,0,1,1,0
25,258979,89435,0.655,3,2,3143526,2,1,1,2
59,109698,79104,0.279,1,24,399104,2,0,0,1
40,55791,18879,0.662,2,28,2035334,2,1,1,2
27,98290,55365,0.437,1,1,1430954,2,2,0,2
55,72014,28430,0.605,3,1,2967429,0,0,1,1
39,160150,114312,0.286,2,28,2022130,0,1,1,0
34,75519,60519,0.199,3,20,2203899,1,2,1,2
62,291186,176100,0.395,3,8,22036,2,0,1,1
44,74052,43685,0.41,2,1,2650786,2,2,1,2
40,39389,28367,0.28,1,26,4569955,1,1,2,1
32,93111,28193,0.697,0,25,2091271,0,0,1,1
22,182753,147073,0.195,0,10,2385987,1,0,1,1
45,114524,46794,0.591,0,12,3425858,1,0,2,2
28,119913,100878,0.159,0,7,1731782,1,0,0,1
46,119108,83963,0.295,4,12,1884673,2,0,2,1
42,279803,203091,0.274,0,17,3783424,1,0,2,1
36,294637,194729,0.339,2,5,4891065,2,0,1,1
22,94639,52942,0.441,0,14,2595173,1,1,2,2
33,256452,157562,0.386,3,34,1622918,1,2,2,2
28,159066,51779,0.674,0,17,1218135,2,2,2,2
36,225352,144941,0.357,1,1,402628,1,1,1,1
42,153674,99020,0.356,2,15,1755409,1,2,1,1
40,30594,24174,0.21,2,19,2163705,2,0,0,1
50,261907,151411,0.422,4,5,2367008,2,0,1,1
46,294515,100850,0.658,3,19,2375113,0,0,0,0
54,72315,33872,0.532,2,5,4903496,1,2,1,1
53,239636,158302,0.339,1,12,355760,1,2,2,2
56,152251,65710,0.568,0,19,2519494,2,1,0,1
59,257520,116988,0.546,2,12,4799259,2,1,2,2
47,104526,78525,0.249,1,12,3838550,0,1,0,0
32,268459,166813,0.379,0,18,4908340,0,0,0,0
56,172698,100111,0.42,4,34,4896479,2,1,1,2
29,262330,124645,0.525,2,33,2855467,1,1,0,2
35,130573,91663,0.298,2,18,2841423,0,0,2,1
31,162900,74648,0.542,1,29,635318,0,0,0,1
23,260707,183898,0.295,3,5,641673,1,2,0,1
30,208736,70668,0.661,4,25,4223334,1,1,0,2
24,173955,134901,0.225,3,24,1092643,1,0,1,1
42,199131,114452,0.425,2,29,2606113,1,1,0,1
47,199004,107696,0.459,3,33,3019863,2,2,1,2
29,289179,183936,0.364,0,10,2910223,0,1,1,1
23,134767,86696,0.357,4,33,4590312,0,0,0,0
27,42241,15739,0.627,3,23,1573284,2,1,0,2
49,77975,55824,0.284,0,11,487976,2,1,2,2
50,179226,80967,0.548,1,24,19198,1,0,1,1
47,81396,64931,0.202,3,24,4895869,1,0,1,1
46,143920,107913,0.25,4,7,1131527,1,1,1,0
33,219999,107897,0.51,0,21,3907031,1,1,2,2
26,111226,82780,0.256,3,20,70511,0,0,2,1
55,109719,54422,0.504,1,10,3429203,1,1,2,2
58,88014,31290,0.644,3,25,2376189,0,2,0,1
36,64346,53345,0.171,0,15,2293137,2,2,0,1
57,95411,62869,0.341,3,6,18243,1,1,1,0
36,210550,115982,0.449,4,2,3685551,1,1,2,1
64,168326,87323,0.481,2,12,3602147,0,2,0,1
44,211806,101367,0.521,0,4,2036677,0,2,1,1
27,71121,59727,0.16,0,23,4052455,1,2,2,2
64,237490,88847,0.626,0,13,886801,2,0,1,2
42,109577,51845,0.527,0,17,1264534,2,0,1,2
44,274106,155424,0.433,3,31,3421218,2,2,1,2
64,160909,90575,0.437,4,16,703365,0,2,0,1
